Date,Price
12/29/2021,1086.189941
12/30/2021,1070.339966
12/31/2021,1056.780029
01-03-22,1199.780029
01-04-22,1149.589966
01-05-22,1088.119995
01-06-22,1064.699951
01-07-22,1026.959961
01-10-22,1058.119995
01-11-22,1064.400024
01-12-22,1106.219971
1/13/2022,1031.560059
1/14/2022,1049.609985
1/18/2022,1030.51001
1/19/2022,995.650024
1/20/2022,996.27002
1/21/2022,943.900024
1/24/2022,930
1/25/2022,918.400024
1/26/2022,937.409973
1/27/2022,829.099976
1/28/2022,846.349976
1/31/2022,936.719971
02-01-22,931.25
02-02-22,905.659973
02-03-22,891.140015
02-04-22,923.320007
02-07-22,907.340027
02-08-22,922
02-09-22,932
02-10-22,904.549988
02-11-22,860
2/14/2022,875.76001
2/15/2022,922.429993
2/16/2022,923.390015
2/17/2022,876.349976
